Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
34,Safety/Security,B,Efficient emergency services,2,No plan to go
34,Safety/Security,B,Active police presence,3,No plan to go
34,University Preference,B,More opportunity after graduation,1,No plan to go
34,University Preference,B,Diverse availability of desired courses,2,No plan to go
34,University Preference,B,Moderately prestige and reputation of universities,3,No plan to go
34,Language Access,A,Majority of the population speaks a language I am fluent in,1,No plan to go
34,Language Access,A,Communication is generally easy due to fluency in the local language,2,No plan to go
34,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
34,Cultural Exposure,B,Accessible cultural events,1,No plan to go
34,Cultural Exposure,B,Limited cultural exposure and diversity on campus,2,No plan to go
34,Cultural Exposure,B,Greater opportunities for cultural exchange,3,No plan to go
34,Research Opportunities,B,Abundant availability of research job opportunities after studies,1,No plan to go
34,Research Opportunities,B,High collaborations with other researchers,2,No plan to go
34,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
34,Environmental Factors,A,Access to clean and sustainable living environments,1,No plan to go
34,Environmental Factors,A,Limited availability of outdoor recreational activities,2,No plan to go
34,Environmental Factors,A,Higher cost of living in environmentally rich regions,3,No plan to go
35,Education Quality,A,Moderately priced tuition fees,1,No plan to go
35,Education Quality,A,High-quality education,2,No plan to go
35,Education Quality,A,Limited availability of scholarships,3,No plan to go
35,Career Prospects,B,Lower paygrade,1,No plan to go
35,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,2,No plan to go
35,Career Prospects,B,Abundant availability of part-time job opportunities during studies,3,No plan to go
35,Political Factors,A,Political stability and security in the home country,1,No plan to go
35,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
35,Political Factors,A,Lower living expenses due to economic challenges,3,No plan to go
35,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,No plan to go
35,Social Factors,A,Few opportunities for social interaction,2,No plan to go
35,Social Factors,A,Access to diverse social networks and communities,3,No plan to go
35,Economic Factors,A,Access to diverse job opportunities with competitive salaries,1,No plan to go
35,Economic Factors,A,Limited availability of affordable housing options,2,No plan to go
35,Economic Factors,A,Higher cost of living in urban areas,3,No plan to go
35,Safety/Security,B,Efficient emergency services,1,No plan to go
35,Safety/Security,B,Low crime rates,2,No plan to go
35,Safety/Security,B,Active police presence,3,No plan to go
35,University Preference,B,Diverse availability of desired courses,1,No plan to go
35,University Preference,B,Moderately prestige and reputation of universities,2,No plan to go
35,University Preference,B,More opportunity after graduation,3,No plan to go
35,Language Access,B,Some level of language barrier may exist making communication less straightforward,1,No plan to go
35,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),2,No plan to go
35,Language Access,B,Different primary language spoken requiring language adaptation,3,No plan to go
35,Cultural Exposure,A,Few opportunities for cultural exchange,1,No plan to go
35,Cultural Exposure,A,Rich cultural exposure and diversity on campus,2,No plan to go
35,Cultural Exposure,A,Limited access to cultural events,3,No plan to go
35,Research Opportunities,A,Few collaborations with other researchers,1,No plan to go
35,Research Opportunities,A,Abundant research opportunities and resources available during studies,2,No plan to go
35,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
35,Environmental Factors,B,Lower cost of living in environmentally diverse regions,1,No plan to go
35,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
35,Environmental Factors,B,Abundant availability of outdoor recreational activities,3,No plan to go
36,Education Quality,A,Moderately priced tuition fees,1,Yes
36,Education Quality,A,High-quality education,2,Yes
36,Education Quality,A,Limited availability of scholarships,3,Yes
36,Career Prospects,A,Higher paygrade,1,Yes
36,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,Yes
36,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,Yes
36,Political Factors,A,Lower living expenses due to economic challenges,1,Yes
36,Political Factors,A,Political stability and security in the home country,2,Yes
36,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,Yes
36,Social Factors,B,Lower cost of living in quieter areas,1,Yes
36,Social Factors,B,Abundant opportunities for social interaction,2,Yes
36,Social Factors,B,Limited social integration and community engagement,3,Yes
36,Safety/Security,B,Efficient emergency services,1,Yes
36,Safety/Security,B,Low crime rates,2,Yes
36,Safety/Security,B,Active police presence,3,Yes
36,University Preference,B,Diverse availability of desired courses,1,Yes
36,University Preference,B,Moderately prestige and reputation of universities,2,Yes
36,University Preference,B,More opportunity after graduation,3,Yes
36,Language Access,A,Majority of the population speaks a language I am fluent in,1,Yes
36,Language Access,A,Communication is generally easy due to fluency in the local language,2,Yes
36,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,Yes
36,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,Yes
36,Cultural Exposure,B,Accessible cultural events,2,Yes
36,Cultural Exposure,B,Greater opportunities for cultural exchange,3,Yes
36,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,Yes
36,Research Opportunities,A,Limited availability of research job opportunities after studies,2,Yes
36,Research Opportunities,A,Few collaborations with other researchers,3,Yes
36,Environmental Factors,A,Limited availability of outdoor recreational activities,1,Yes
36,Environmental Factors,A,Higher cost of living in environmentally rich regions,2,Yes
36,Environmental Factors,A,Access to clean and sustainable living environments,3,Yes
37,Education Quality,A,High-quality education,1,I am already in Abroad
37,Education Quality,A,Moderately priced tuition fees,2,I am already in Abroad
37,Education Quality,A,Limited availability of scholarships,3,I am already in Abroad
37,Career Prospects,A,Higher paygrade,1,I am already in Abroad
37,Career Prospects,A,Limited availability of part-time job opportunities during studies,2,I am already in Abroad
37,Career Prospects,A,Strong career prospects and job opportunities post-graduation,3,I am already in Abroad
37,Political Factors,A,Political stability and security in the home country,1,I am already in Abroad
37,Political Factors,A,Lower living expenses due to economic challenges,2,I am already in Abroad
37,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,I am already in Abroad
37,Social Factors,B,Lower cost of living in quieter areas,1,I am already in Abroad
37,Social Factors,B,Abundant opportunities for social interaction,2,I am already in Abroad
37,Social Factors,B,Limited social integration and community engagement,3,I am already in Abroad
37,Safety/Security,B,Low crime rates,1,I am already in Abroad
37,Safety/Security,B,Efficient emergency services,2,I am already in Abroad
37,Safety/Security,B,Active police presence,3,I am already in Abroad
37,University Preference,B,Diverse availability of desired courses,1,I am already in Abroad
37,University Preference,B,More opportunity after graduation,2,I am already in Abroad
37,University Preference,B,Moderately prestige and reputation of universities,3,I am already in Abroad
37,Language Access,A,Majority of the population speaks a language I am fluent in,1,I am already in Abroad
37,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),2,I am already in Abroad
37,Language Access,A,Communication is generally easy due to fluency in the local language,3,I am already in Abroad
37,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,I am already in Abroad
37,Cultural Exposure,B,Accessible cultural events,2,I am already in Abroad
